ID,Icon,Name,Url,UrlType,_,_Score
4745,/i/024000/024401.png,Orange Juice,/Item/4745,Item,item,0
4746,/i/024000/024403.png,Grape Juice,/Item/4746,Item,item,0
4747,/i/024000/024402.png,Apple Juice,/Item/4747,Item,item,0
4748,/i/024000/024404.png,Pineapple Juice,/Item/4748,Item,item,0
4749,/i/024000/024406.png,Chamomile Tea,/Item/4749,Item,item,0
4750,/i/024000/024405.png,Mulled Tea,/Item/4750,Item,item,0
4751,/i/022000/022614.png,Mineral Water,/Item/4751,Item,item,0
4752,/i/024000/024453.png,Aldgoat Milk,/Item/4752,Item,item,0
4753,/i/024000/024453.png,Buffalo Milk,/Item/4753,Item,item,0
4754,/i/024000/024452.png,Cottage Cheese,/Item/4754,Item,item,0
4755,/i/024000/024451.png,Blue Cheese,/Item/4755,Item,item,0
4756,/i/024000/024455.png,Cream Cheese,/Item/4756,Item,item,0
4757,/i/024000/024456.png,Rolanberry Cheese,/Item/4757,Item,item,0
4758,/i/025000/025155.png,Marmot Meat,/Item/4758,Item,item,0
4759,/i/025000/025153.png,Mutton Loin,/Item/4759,Item,item,0
4760,/i/025000/025151.png,Dodo Tenderloin,/Item/4760,Item,item,0
4761,/i/025000/025155.png,Mole Meat,/Item/4761,Item,item,0
4762,/i/029000/029002.png,Salamander Tail,/Item/4762,Item,item,0
4763,/i/025000/025158.png,Young Dodo Roaster,/Item/4763,Item,item,0
4764,/i/025000/025151.png,Chicken Breast,/Item/4764,Item,item,0
4765,/i/025000/025157.png,Antelope Shank,/Item/4765,Item,item,0
4766,/i/025000/025152.png,Aldgoat Chuck,/Item/4766,Item,item,0
4767,/i/025000/025154.png,Raptor Shank,/Item/4767,Item,item,0
4768,/i/025000/025152.png,Buffalo Sirloin,/Item/4768,Item,item,0
4769,/i/029000/029002.png,Eft Tail,/Item/4769,Item,item,0
4770,/i/029000/029002.png,Orobon Liver,/Item/4770,Item,item,0
4771,/i/029000/029201.png,Megalocrab Leg,/Item/4771,Item,item,0
4772,/i/025000/025252.png,Chicken Egg,/Item/4772,Item,item,0
4773,/i/025000/025251.png,Dodo Egg,/Item/4773,Item,item,0
4774,/i/025000/025251.png,Puk Egg,/Item/4774,Item,item,0
4775,/i/025000/025251.png,Apkallu Egg,/Item/4775,Item,item,0
4776,/i/029000/029063.png,Malm Kelp,/Item/4776,Item,item,0
4777,/i/025000/025203.png,Wild Onion,/Item/4777,Item,item,0
4778,/i/025000/025207.png,Coerthan Carrot,/Item/4778,Item,item,0
4779,/i/025000/025210.png,Ogre Pumpkin,/Item/4779,Item,item,0
4780,/i/025000/025209.png,Ruby Tomato,/Item/4780,Item,item,0
4781,/i/025000/025215.png,Alpine Parsnip,/Item/4781,Item,item,0
4782,/i/025000/025219.png,La Noscean Lettuce,/Item/4782,Item,item,0
4783,/i/025000/025206.png,Cieldalaes Spinach,/Item/4783,Item,item,0
4784,/i/025000/025211.png,Highland Parsley,/Item/4784,Item,item,0
4785,/i/025000/025018.png,Paprika,/Item/4785,Item,item,0
4786,/i/025000/025214.png,Nopales,/Item/4786,Item,item,0
4787,/i/025000/025204.png,Popoto,/Item/4787,Item,item,0
4788,/i/025000/025205.png,Wizard Eggplant,/Item/4788,Item,item,0
4789,/i/025000/025208.png,Midland Cabbage,/Item/4789,Item,item,0
4790,/i/025000/025213.png,Aloe,/Item/4790,Item,item,0
4791,/i/025000/025216.png,Salt Leek,/Item/4791,Item,item,0
4792,/i/025000/025212.png,Ramhorn Zucchini,/Item/4792,Item,item,0
4793,/i/025000/025220.png,Maiden Artichoke,/Item/4793,Item,item,0
4794,/i/025000/025406.png,Shriekshroom,/Item/4794,Item,item,0
4795,/i/025000/025401.png,Chanterelle,/Item/4795,Item,item,0
4796,/i/025000/025405.png,Gil Bun,/Item/4796,Item,item,0
4797,/i/025000/025402.png,Button Mushroom,/Item/4797,Item,item,0
4798,/i/025000/025404.png,White Truffle,/Item/4798,Item,item,0
4799,/i/025000/025407.png,Ratstool,/Item/4799,Item,item,0
4800,/i/025000/025403.png,Black Truffle,/Item/4800,Item,item,0
4801,/i/025000/025316.png,Dalamud Nut,/Item/4801,Item,item,0
4802,/i/025000/025315.png,Moon Nut,/Item/4802,Item,item,0
4803,/i/025000/025314.png,Kukuru Bean,/Item/4803,Item,item,0
4804,/i/025000/025307.png,Cinderfoot Olive,/Item/4804,Item,item,0
4805,/i/025000/025302.png,Gridanian Chestnut,/Item/4805,Item,item,0
4806,/i/025000/025301.png,Gridanian Walnut,/Item/4806,Item,item,0
4807,/i/025000/025304.png,Iron Acorn,/Item/4807,Item,item,0
4808,/i/025000/025309.png,Lowland Grapes,/Item/4808,Item,item,0
4809,/i/025000/025312.png,La Noscean Orange,/Item/4809,Item,item,0
4810,/i/025000/025308.png,Faerie Apple,/Item/4810,Item,item,0
4811,/i/025000/025305.png,Sun Lemon,/Item/4811,Item,item,0
4812,/i/025000/025311.png,Pixie Plums,/Item/4812,Item,item,0
4813,/i/025000/025313.png,Alligator Pear,/Item/4813,Item,item,0
4814,/i/025000/025310.png,Blood Currants,/Item/4814,Item,item,0
4815,/i/025000/025306.png,Rolanberry,/Item/4815,Item,item,0
4816,/i/025000/025303.png,Prickly Pineapple,/Item/4816,Item,item,0
4817,/i/025000/025354.png,Sunflower Seeds,/Item/4817,Item,item,0
4818,/i/025000/025353.png,Buffalo Beans,/Item/4818,Item,item,0
4819,/i/025000/025358.png,Sticky Rice,/Item/4819,Item,item,0
4820,/i/025000/025355.png,Lalafellin Lentil,/Item/4820,Item,item,0
4821,/i/025000/025352.png,Millioncorn,/Item/4821,Item,item,0
4822,/i/025000/025353.png,Jade Peas,/Item/4822,Item,item,0
4823,/i/025000/025357.png,Rye,/Item/4823,Item,item,0
4824,/i/025000/025357.png,Sunset Wheat,/Item/4824,Item,item,0
4825,/i/025000/025356.png,Rye Flour,/Item/4825,Item,item,0
4826,/i/025000/025351.png,Sunset Wheat Flour,/Item/4826,Item,item,0
4827,/i/025000/025356.png,Cornmeal,/Item/4827,Item,item,0
4828,/i/025000/025019.png,Cinnamon,/Item/4828,Item,item,0
4829,/i/025000/025006.png,Garlean Garlic,/Item/4829,Item,item,0
4830,/i/025000/025007.png,Black Pepper,/Item/4830,Item,item,0
4831,/i/025000/025023.png,Cloves,/Item/4831,Item,item,0
4832,/i/025000/025015.png,Marjoram,/Item/4832,Item,item,0
4833,/i/025000/025014.png,Vanilla Beans,/Item/4833,Item,item,0
4834,/i/025000/025016.png,Galago Mint,/Item/4834,Item,item,0
4835,/i/025000/025054.png,Ala Mhigan Mustard,/Item/4835,Item,item,0
4836,/i/025000/025012.png,Pearl Ginger,/Item/4836,Item,item,0
4837,/i/025000/025010.png,Midland Basil,/Item/4837,Item,item,0
4838,/i/025000/025013.png,Dragon Pepper,/Item/4838,Item,item,0
4839,/i/025000/025009.png,Laurel,/Item/4839,Item,item,0
4840,/i/025000/025020.png,Mugwort,/Item/4840,Item,item,0
4841,/i/025000/025020.png,Thyme,/Item/4841,Item,item,0
4842,/i/025000/025017.png,Almonds,/Item/4842,Item,item,0
4843,/i/025000/025022.png,Desert Saffron,/Item/4843,Item,item,0
4844,/i/025000/025021.png,Nutmeg,/Item/4844,Item,item,0
4845,/i/025000/025009.png,Sagolii Sage,/Item/4845,Item,item,0
4846,/i/025000/025020.png,Thanalan Tea Leaves,/Item/4846,Item,item,0
4847,/i/025000/025104.png,Table Salt,/Item/4847,Item,item,0
4848,/i/025000/025103.png,Maple Sugar,/Item/4848,Item,item,0
4849,/i/025000/025105.png,Maple Syrup,/Item/4849,Item,item,0
4850,/i/025000/025102.png,Honey,/Item/4850,Item,item,0
4851,/i/025000/025108.png,Powdered Sugar,/Item/4851,Item,item,0
4852,/i/025000/025056.png,Sweet Cream,/Item/4852,Item,item,0
4853,/i/025000/025052.png,Smooth Butter,/Item/4853,Item,item,0
4854,/i/025000/025051.png,Kukuru Butter,/Item/4854,Item,item,0
4855,/i/025000/025051.png,Kukuru Powder,/Item/4855,Item,item,0
4856,/i/025000/025453.png,Clove Oil,/Item/4856,Item,item,0
4857,/i/025000/025451.png,Olive Oil,/Item/4857,Item,item,0
4858,/i/025000/025452.png,Lavender Oil,/Item/4858,Item,item,0
4859,/i/025000/025106.png,Cider Vinegar,/Item/4859,Item,item,0
4860,/i/025000/025107.png,Dark Vinegar,/Item/4860,Item,item,0
4861,/i/025000/025053.png,Pie Dough,/Item/4861,Item,item,0
4862,/i/025000/025057.png,Sour Red,/Item/4862,Item,item,0
4863,/i/029000/029001.png,Gelatin,/Item/4863,Item,item,0
4864,/i/025000/025055.png,Fish Stock,/Item/4864,Item,item,0
4865,/i/025000/025101.png,Tomato Sauce,/Item/4865,Item,item,0
4866,/i/025000/025055.png,Dodo Stuffing,/Item/4866,Item,item,0
4867,/i/025000/025054.png,Chicken Stock,/Item/4867,Item,item,0
4869,/i/029000/029003.png,Merlthor Goby,/Item/4869,Item,item,0
4870,/i/029000/029034.png,Lominsan Anchovy,/Item/4870,Item,item,0
4871,/i/029000/029008.png,Finger Shrimp,/Item/4871,Item,item,0
4872,/i/029000/029005.png,Ocean Cloud,/Item/4872,Item,item,0
4873,/i/029000/029028.png,Sea Cucumber,/Item/4873,Item,item,0
4874,/i/029000/029044.png,Harbor Herring,/Item/4874,Item,item,0
4875,/i/029000/029031.png,Vongola Clam,/Item/4875,Item,item,0
4876,/i/029000/029016.png,Coral Butterfly,/Item/4876,Item,item,0
4877,/i/029000/029052.png,Moraby Flounder,/Item/4877,Item,item,0
4878,/i/029000/029056.png,Pebble Crab,/Item/4878,Item,item,0
4879,/i/029000/029012.png,Tiger Cod,/Item/4879,Item,item,0
4880,/i/029000/029032.png,Helmet Crab,/Item/4880,Item,item,0
4881,/i/029000/029015.png,Rothlyt Oyster,/Item/4881,Item,item,0
4882,/i/029000/029042.png,Navigator's Dagger,/Item/4882,Item,item,0
4883,/i/029000/029033.png,Angelfish,/Item/4883,Item,item,0
4884,/i/029000/029030.png,Razor Clam,/Item/4884,Item,item,0
4885,/i/029000/029051.png,Blue Octopus,/Item/4885,Item,item,0
4886,/i/029000/029007.png,Blowfish,/Item/4886,Item,item,0
4887,/i/029000/029004.png,Saber Sardine,/Item/4887,Item,item,0
4888,/i/029000/029035.png,Ogre Barracuda,/Item/4888,Item,item,0
4889,/i/029000/029049.png,Monkfish,/Item/4889,Item,item,0
4890,/i/029000/029040.png,Sea Bo,/Item/4890,Item,item,0
4891,/i/029000/029009.png,Bianaq Bream,/Item/4891,Item,item,0
4892,/i/029000/029014.png,Black Sole,/Item/4892,Item,item,0
4893,/i/029000/029026.png,Hammerhead Shark,/Item/4893,Item,item,0
4894,/i/029000/029029.png,Sea Pickle,/Item/4894,Item,item,0
4895,/i/029000/029010.png,Indigo Herring,/Item/4895,Item,item,0
4896,/i/029000/029018.png,Ash Tuna,/Item/4896,Item,item,0
4897,/i/029000/029053.png,Leafy Seadragon,/Item/4897,Item,item,0
4898,/i/029000/029055.png,Fullmoon Sardine,/Item/4898,Item,item,0
4899,/i/029000/029017.png,Haraldr Haddock,/Item/4899,Item,item,0
4900,/i/029000/029059.png,Whitelip Oyster,/Item/4900,Item,item,0
4901,/i/029000/029038.png,Lavender Remora,/Item/4901,Item,item,0
4902,/i/029000/029046.png,Balloonfish,/Item/4902,Item,item,0
4903,/i/029000/029011.png,Silver Shark,/Item/4903,Item,item,0
4904,/i/029000/029025.png,Wahoo,/Item/4904,Item,item,0
4905,/i/029000/029057.png,Raincaller,/Item/4905,Item,item,0
4906,/i/029000/029006.png,Nautilus,/Item/4906,Item,item,0
4907,/i/029000/029045.png,Pike Eel,/Item/4907,Item,item,0
4908,/i/029000/029043.png,Mummer Wrasse,/Item/4908,Item,item,0
4909,/i/029000/029048.png,Plaice,/Item/4909,Item,item,0
4910,/i/029000/029039.png,Sea Devil,/Item/4910,Item,item,0
4911,/i/029000/029013.png,Rock Lobster,/Item/4911,Item,item,0
4912,/i/029000/029037.png,Goosefish,/Item/4912,Item,item,0
4913,/i/029000/029054.png,Little Thalaos,/Item/4913,Item,item,0
4914,/i/029000/029047.png,Shall Shell,/Item/4914,Item,item,0
4915,/i/029000/029050.png,Mahi-mahi,/Item/4915,Item,item,0
4916,/i/029000/029036.png,Halibut,/Item/4916,Item,item,0
4917,/i/029000/029022.png,Mazlaya Marlin,/Item/4917,Item,item,0
4918,/i/029000/029041.png,Coelacanth,/Item/4918,Item,item,0
4919,/i/029000/029027.png,Giant Squid,/Item/4919,Item,item,0
4920,/i/029000/029023.png,Gigant Octopus,/Item/4920,Item,item,0
4921,/i/029000/029021.png,Sunfish,/Item/4921,Item,item,0
4922,/i/029000/029019.png,Dinichthys,/Item/4922,Item,item,0
4923,/i/029000/029024.png,Megalodon,/Item/4923,Item,item,0
4924,/i/029000/029020.png,Titanic Sawfish,/Item/4924,Item,item,0
4925,/i/029000/029208.png,Crayfish,/Item/4925,Item,item,0
4926,/i/029000/029247.png,Chub,/Item/4926,Item,item,0
4927,/i/029000/029230.png,Striped Goby,/Item/4927,Item,item,0
4928,/i/029000/029253.png,Dwarf Catfish,/Item/4928,Item,item,0
4929,/i/029000/029209.png,Bone Crayfish,/Item/4929,Item,item,0
4930,/i/029000/029285.png,Princess Trout,/Item/4930,Item,item,0
4931,/i/029000/029273.png,Dusk Goby,/Item/4931,Item,item,0
4932,/i/029000/029212.png,Pipira,/Item/4932,Item,item,0
4933,/i/029000/029207.png,Crimson Crayfish,/Item/4933,Item,item,0
4934,/i/029000/029251.png,Gudgeon,/Item/4934,Item,item,0
4935,/i/029000/029215.png,Brass Loach,/Item/4935,Item,item,0
4936,/i/029000/029210.png,Maiden Carp,/Item/4936,Item,item,0
4937,/i/029000/029310.png,Abalathian Smelt,/Item/4937,Item,item,0
4938,/i/029000/029214.png,Blindfish,/Item/4938,Item,item,0
4939,/i/029000/029291.png,Mudskipper,/Item/4939,Item,item,0
4940,/i/029000/029204.png,Rainbow Trout,/Item/4940,Item,item,0
4941,/i/029000/029235.png,River Crab,/Item/4941,Item,item,0
4942,/i/029000/029216.png,Ala Mhigan Fighting Fish,/Item/4942,Item,item,0
4943,/i/029000/029280.png,Faerie Bass,/Item/4943,Item,item,0
4944,/i/029000/029244.png,Acorn Snail,/Item/4944,Item,item,0
4945,/i/029000/029277.png,Dark Sleeper,/Item/4945,Item,item,0
4946,/i/029000/029304.png,La Noscean Perch,/Item/4946,Item,item,0
4947,/i/029000/029286.png,Moat Carp,/Item/4947,Item,item,0
